Car pool - car_pool Not In 2-98

Trip 2011
ROW : gta06_orig
COLUMN : gta06_dest
  gta06_orig  gta06_dest      total
        7082        7150         46
        7082        7151         10
        7082        7152         13
        7082        7156         22
        7082        7157         92
        7082        7158         77
        7082        7160         66
        7082        7165         39
        7082        7167         45
        7082        7170         22
        7082        7171         40
        7082        7172         22
        7082        7173        150
        7082        7174         18
        7082        7178         10
        7082        7179         32
        7082        7185         32
        7082        7187         61
        7082        7188         13
        7082        7191         41
        7082        7192         18
        7083        7078         18
        7083        7081         21
        7083        7082         22
        7083        7086         10
        7083        7087         13
        7083        7108         29
        7083        7115         20
        7083        7118         13
        7083        7130         19
        7083        7135         16
        7083        7146         16
        7083        7148         23
        7083        7149         28
        7083        7150         39
        7083        7157         13
        7083        7161         12
        7083        7165         16
        7083        7170         18
        7083        7171         18
        7083        7172         21
        7083        7173         18
        7083        7174         13
        7083        7175         39
        7083        7176         13
        7083        7177         17
        7083        7187         32
        7083        7188         43
        7083        7189         45
        7083        7193         19
        7083        7195         17
        7083        7198         36
        7083        7290         22
        7083        7292         32
        7083        7295         22
        7084        7006         21
        7084        7055          9
        7084        7057         21
        7084        7059         19
        7084        7078         31
        7084        7082         36
        7084        7086        109
        7084        7087         13
        7084        7100         13
        7084        7106         18
        7084        7112         13
        7084        7122         12
        7084        7123         29
        7084        7135         21
        7084        7137         28
        7084        7141         53
        7084        7142         16
        7084        7145         18
        7084        7146         16
        7084        7149         29
        7084        7150         45
        7084        7153         25
        7084        7158         14
        7084        7160         22
        7084        7167         34
        7084        7171         10
        7084        7175         18
        7084        7180         17
        7084        7187         77
        7084        7192         17
        7084        7195         17
        7084        7196         17
        7084        7198         15
        7084        7278         32
        7084        7293         17
        7084        7296         13
        7085        7055         13
        7085        7082         66
        7085        7087         42
        7085        7092         45
        7085        7097         18
        7085        7098         13
        7085        7108         10
        7085        7113         45
        7085        7141         41
        7085        7145         32
        7085        7150         48
        7085        7153         18
        7085        7155         18
        7085        7156         22
        7085        7157         13
        7085        7158         69
        7085        7167         52
        7085        7170         13
        7085        7172         13
        7085        7173        103
        7085        7179         91
        7085        7197         18
        7085        7290         32
        7086        7060         22
        7086        7078         31
        7086        7081         10
        7086        7084         95
        7086        7087         21
        7086        7097         22
        7086        7123         20
        7086        7125         29
        7086        7134         15
        7086        7135         18
        7086        7140         20
        7086        7141         45
        7086        7142         44
        7086        7149         18
        7086        7150         16
        7086        7151         13
        7086        7152         21
        7086        7153         12
        7086        7155         18
        7086        7158         33
        7086        7165         18
        7086        7167         32
        7086        7168         12
        7086        7173        253
        7086        7174         79
        7086        7176         18
        7086        7178         22
        7086        7179         31
        7086        7188         13
        7086        7189         35
        7086        7191         29
        7086        7201         13
        7086        7296         18
        7087        7078         27
        7087        7081         13
        7087        7082        108
        7087        7083         13
        7087        7084         13
        7087        7085         55
        7087        7086         21
        7087        7092         33
        7087        7097         13
        7087        7128         29
        7087        7129         16
        7087        7141         99
        7087        7148         18
        7087        7149         24
        7087        7151        160
        7087        7152         53
        7087        7153         40
        7087        7155         54
        7087        7157         81
        7087        7158         42
        7087        7160         19
        7087        7165         18
        7087        7166         19
        7087        7167         34
        7087        7168         42
        7087        7170         75
        7087        7172        103
        7087        7173         79
        7087        7174         63
        7087        7175        204
        7087        7176         66
        7087        7177        123
        7087        7178         13
        7087        7179         44
        7087        7185         98
        7087        7187         21
        7087        7188         21
        7087        7191         38
        7087        7192         32
        7087        7194         65
        7087        7195         42
        7087        7197         45
        7087        7198         63
        7087        7203         22
        7087        7307         22
        7088        7081         13
        7088        7087         13
        7088        7173         13
        7092        7024         12
        7092        7059         21
        7092        7082         18
        7092        7085         45
        7092        7086         18
        7092        7087         33
        7092        7098         13
        7092        7099         10
        7092        7113         16
        7092        7123         20
        7092        7139         20
        7092        7141         13
        7092        7143         12
        7092        7156         12
        7092        7157         18
        7092        7171         36
        7092        7180         31
        7092        7185         18
        7092        7289         17
        7092        7293         22
        7093        7005         20
        7093        7082         18
        7093        7101         13
        7093        7128         19
        7094        7006         16
        7094        7021         41
        7094        7024         12
        7094        7039         29
        7094        7049         29
        7094        7059         39
        7094        7065         14
        7094        7082         29
        7094        7084         17
        7094        7094         20
        7094        7098         48
        7094        7100         32
        7094        7101         33
        7094        7105         35
        7094        7117         12
        7094        7122         16
        7094        7125         19
        7094        7136         20
        7094        7139         12
        7094        7141         20
        7094        7148         76
        7094        7150         16
        7094        7151         18
        7094        7154         20
        7094        7155         16
        7094        7157         16
        7094        7173         32
        7095        7112         27
        7096        7167         22
        7096        7175         32
        7096        7290         22
        7097        7002         52
        7097        7004         12
        7097        7009         32
        7097        7013         16
        7097        7024         12
        7097        7032         20
        7097        7042         20
        7097        7053         12
        7097        7057         18
        7097        7059         16
        7097        7067         22
        7097        7082         22
        7097        7085         31
        7097        7093         14
        7097        7098         32
        7097        7101         14
        7097        7105         36
        7097        7106         13
        7097        7108         16
        7097        7110         18
        7097        7116          9
        7097        7118         17
        7097        7125         72
        7097        7128         39
        7097        7141         40
        7097        7144         12
        7097        7145         12
        7097        7147         21
        7097        7150         16
        7097        7151         41
        7097        7155         12
        7097        7157         50
        7097        7158         18
        7097        7160         16
        7097        7161         25
        7097        7171         65
        7097        7175         18
        7097        7257         16
        7097        7260         22
        7098        7002        347
        7098        7004         20
        7098        7005         40
        7098        7006        223
        7098        7010         17
        7098        7011         35
        7098        7013         21
        7098        7014         67
        7098        7018         19
        7098        7024         59
        7098        7039         33
        7098        7042         74
        7098        7049         87
        7098        7053         55
        7098        7054         17
        7098        7055         48
        7098        7056         44
        7098        7059         98
        7098        7060         53
        7098        7066         76
        7098        7067         24
        7098        7092         13
        7098        7094         48
        7098        7097         32
        7098        7101         40
        7098        7105         82
        7098        7108         10
        7098        7112          9
        7098        7113         29
        7098        7116         10
        7098        7117         42
        7098        7121         27
        7098        7124         39
        7098        7125         56
        7098        7126         19
        7098        7128         46
        7098        7131         16
        7098        7132         19
        7098        7140         22
        7098        7141         47
        7098        7151         63
        7098        7152         30
        7098        7153         10
        7098        7155         18
        7098        7161         35
        7098        7173         13
        7098        7259         21
        7098        7261         51
        7098        7264         27
        7098        7289         13
        7098        7294         17
        7099        7007         10
        7099        7021         10
        7099        7031         18
        7099        7036         10
        7099        7042         27
        7099        7051         18
        7099        7055         27
        7099        7056         13
        7099        7092         10
        7099        7098         21
        7099        7105         35
        7099        7106         13
        7099        7107         13
        7099        7108          9
        7099        7112         20
        7099        7113         31
        7099        7138         13
        7099        7140         18
        7099        7141         18
        7099        7255         24
        7099        7282         12
        7099        7284         10
        7099        7286         13
        7100        7006         70
        7100        7008         13
        7100        7013         67
        7100        7019         21
        7100        7020         32
        7100        7026         32
        7100        7037         17
        7100        7038         13
        7100        7039         17
        7100        7042         65
        7100        7044         10
        7100        7049         60
        7100        7052         24
        7100        7053         18
        7100        7056         12
        7100        7057         31
        7100        7094         32
        7100        7097         31
        7100        7098         10
        7100        7104         17
        7100        7105         37
        7100        7107         13
        7100        7112         47
        7100        7124         53
        7100        7135         74
        7100        7136         13
        7100        7141         31
        7100        7143         13
        7100        7151         22
        7100        7153         13
        7100        7257         30
        7100        7261         13
        7100        7274         10
        7100        7289         27
        7100        7295         13
        7101        7001         13
        7101        7002         16
        7101        7006         15
        7101        7008         12
        7101        7009         32
        7101        7013         13
        7101        7017         46
        7101        7018         15
        7101        7021         47
        7101        7022         35
        7101        7024         36
        7101        7026         31
        7101        7031         22
        7101        7037         18
        7101        7042         85
        7101        7054         13
        7101        7056         10
        7101        7057         27
        7101        7059         15
        7101        7093         13
        7101        7094         20
        7101        7097         17
        7101        7098         40
        7101        7104         38
        7101        7105          9
        7101        7110         27
        7101        7112         22
        7101        7113         29
        7101        7117         13
        7101        7121         46
        7101        7136         16
        7101        7138         22
        7101        7141         13
        7101        7146         12
        7101        7153         26
        7101        7248         12
        7101        7254         45
        7101        7256         18
        7101        7257         47
        7101        7258         17
        7101        7259         31
        7101        7262         35
        7101        7263         13
        7101        7265         15
        7101        7266         13
        7101        7277         22
        7101        7286         22
        7101        7287         17
        7102        7051         18
        7102        7259         10
        7102        7288         17
        7103        7013         15
        7103        7118         13
        7103        7256         13
        7104        7020         22
        7104        7021         18
        7104        7022         18
        7104        7026         15
        7104        7031         18
        7104        7041         18
        7104        7042         26
        7104        7043         38
        7104        7053         27
        7104        7054         26
        7104        7059         25
        7104        7100         17
        7104        7101         10
        7104        7108         41
        7104        7111         10
        7104        7112         17
        7104        7118         17
        7104        7123         12
        7104        7130         10
        7104        7137         21
        7104        7139         15
        7104        7154         20
        7104        7155         31
        7104        7210         19
        7104        7246         22
        7104        7253         15
        7104        7254         37
        7104        7259         10
        7104        7264         83
        7104        7268         17
        7104        7282         10
        7104        7285         13
        7104        7288         10
        7104        7290         13
        7105        7002         32
        7105        7004         77
        7105        7005         10
        7105        7006         79
        7105        7008         45
        7105        7009         34
        7105        7010         21
        7105        7011         21
        7105        7013        101
        7105        7014         45
        7105        7017         18
        7105        7021         75
        7105        7022         18
        7105        7024         14
        7105        7025         34
        7105        7029         26
        7105        7033         22
        7105        7034         40
        7105        7035         13
        7105        7039         21
        7105        7042        100
        7105        7049         86
        7105        7050         18
        7105        7051         34
        7105        7053          9
        7105        7057         27
        7105        7059         27
        7105        7094         16
        7105        7097         36
        7105        7098         69
        7105        7099         35
        7105        7100          9
        7105        7101          9
        7105        7108         26
        7105        7109         40
        7105        7110         31
        7105        7112         33
        7105        7118         80
        7105        7119         20
        7105        7121         33
        7105        7122         10
        7105        7123         13
        7105        7124         13
        7105        7125         20
        7105        7127         20
        7105        7128         16
        7105        7129         47
        7105        7131         35
        7105        7132         16
        7105        7136         20
        7105        7139         44
        7105        7141         75
        7105        7142         16
        7105        7145         10
        7105        7152         13
        7105        7155         41
        7105        7156         29
        7105        7162         29
        7105        7167         10
        7105        7209         24
        7105        7247         32
        7105        7248         13
        7105        7253         14
        7105        7254         58
        7105        7255         21
        7105        7257        103
        7105        7258         13
        7105        7259         31
        7105        7262         39
        7105        7264         48
        7105        7266         10
        7105        7277         24
        7105        7278         22
        7105        7282         64
        7105        7283         32
        7105        7286         43
        7105        7288         13
        7105        7289         34
        7105        7291         16
        7105        7296         17
        7105        7297         34
        7106        7002         21
        7106        7004         32
        7106        7006         48
        7106        7008         35
        7106        7011         31
        7106        7013         40
        7106        7017         40
        7106        7020         16
        7106        7021         38
        7106        7022         13
        7106        7024         49
        7106        7025         21
        7106        7029         13
        7106        7034         10
        7106        7037         10
        7106        7039         18
        7106        7040         16
        7106        7042         55
        7106        7049         84
        7106        7051         15
        7106        7056         31
        7106        7057         41
        7106        7059         31
        7106        7068         62
        7106        7084         18
        7106        7099         13
        7106        7100         10
        7106        7110         18
        7106        7112         32
        7106        7113         13
        7106        7118         49
        7106        7121         49
        7106        7123         29
        7106        7124         20
        7106        7125         19
        7106        7128         24
        7106        7129         16
        7106        7134         15
        7106        7137         78
        7106        7141         52
        7106        7143         28
        7106        7146         20
        7106        7149          9
        7106        7150         18
        7106        7153         20
        7106        7154         28
        7106        7155         17
        7106        7160         20
        7106        7248         28
        7106        7253         15
        7106        7254         50
        7106        7255         18
        7106        7257         80
        7106        7259         41
        7106        7260         28
        7106        7262         54
        7106        7263         32
        7106        7264         48
        7106        7265         32
        7106        7277         13
        7106        7278         17
        7106        7288         19
        7106        7293         43
        7107        7042         35
        7107        7050         17
        7107        7051         13
        7107        7100         10
        7107        7112         18
        7107        7125         16
        7107        7141         35
        7107        7142         18
        7107        7152         12
        7107        7244         21
        7107        7262         13
        7107        7265         15
        7108        7002         16
        7108        7007         27
        7108        7008         60
        7108        7009         10
        7108        7013         44
        7108        7014         12
        7108        7020         27
        7108        7021         46
        7108        7025         28
        7108        7029         18
        7108        7031         13
        7108        7034         24
        7108        7035         18
        7108        7041         21
        7108        7042         45
        7108        7049         16
        7108        7051         13
        7108        7052         10
        7108        7056        138
        7108        7057         87
        7108        7059         79
        7108        7085         10
        7108        7097         24
        7108        7098         18
        7108        7099         22
        7108        7104         13
        7108        7109         24
        7108        7110         10
        7108        7112         38
        7108        7113         53
        7108        7115         18
        7108        7117         18
        7108        7118         10
        7108        7121         16
        7108        7122         16
        7108        7123         55
        7108        7125         31
        7108        7128         47
        7108        7129         16
        7108        7130         12
        7108        7132         29
        7108        7134         29
        7108        7136         75
        7108        7141         20
        7108        7146         12
        7108        7150         29
        7108        7151         18
        7108        7153         10
        7108        7156         16
        7108        7157         12
        7108        7165         16
        7108        7254          9
        7108        7255         13
        7108        7257         37
        7108        7258         13
        7108        7260         22
        7108        7264         21
        7108        7278         45
        7108        7286         17
        7108        7297         13
        7109        7008         27
        7109        7021         13
        7109        7023         35
        7109        7025         15
        7109        7048         29
        7109        7049         18
        7109        7101         13
        7109        7105         20
        7109        7108         24
        7109        7117         10
        7109        7119         20
        7109        7123         16
        7109        7141          9
        7109        7149         18
        7109        7150         18
        7109        7155         18
        7109        7248         19
        7109        7260         13
        7109        7265         13
        7109        7290         39
        7110        7008         18
        7110        7010         18
        7110        7013         31
        7110        7014         21
        7110        7021         10
        7110        7023          9
        7110        7025         26
        7110        7029         18
        7110        7035         10
        7110        7041         26
        7110        7042        105
        7110        7047         13
        7110        7049         56
        7110        7050         33
        7110        7051         40
        7110        7056         18
        7110        7097         18
        7110        7101         40
        7110        7105         28
        7110        7106         46
        7110        7108         10
        7110        7112         13
        7110        7115         13
        7110        7117         15
        7110        7121         18
        7110        7122         10
        7110        7131         28
        7110        7133         13
        7110        7256         68
        7110        7257         74
        7110        7264         17
        7110        7265         43
        7110        7266         10
        7110        7282         13
        7110        7293         43
        7111        7008         24
        7111        7009         12
        7111        7011         20
        7111        7013         13
        7111        7023         13
        7111        7024         16
        7111        7029         18
        7111        7032         13
        7111        7035         18
        7111        7037         14
        7111        7042         27
        7111        7049         41
        7111        7050         13
        7111        7059         13
        7111        7098         13
        7111        7104         10
        7111        7117         35
        7111        7119         17
        7111        7128         16
        7111        7140         13
        7111        7141         13
        7111        7155         34
        7111        7248         10
        7111        7254         19
        7111        7257         17
        7111        7259         19
        7111        7264         29
        7111        7265         39
        7111        7272         14
        7111        7282         32
        7112        7006         54
        7112        7013         55
        7112        7014         16
        7112        7020         16
        7112        7021         21
        7112        7022         18
        7112        7024         63
        7112        7034         24
        7112        7035         13
        7112        7041         20
        7112        7042         96
        7112        7048         29
        7112        7049         16
        7112        7050          9
        7112        7051         13
        7112        7053         17
        7112        7057         13
        7112        7083         12
        7112        7084         13
        7112        7092         16
        7112        7095         27
        7112        7098          9
        7112        7099         10
        7112        7100         77
        7112        7101         36
        7112        7103         20
        7112        7104         17
        7112        7105         20
        7112        7106         12
        7112        7107         18
        7112        7108         69
        7112        7118         13
        7112        7123         16
        7112        7124         20
        7112        7125         20
        7112        7128         38
        7112        7129         12
        7112        7136         16
        7112        7137         19
        7112        7141        140
        7112        7142         73
        7112        7143         16
        7112        7146         20
        7112        7152         33
        7112        7153         66
        7112        7154         16
        7112        7155         20
        7112        7158         18
        7112        7160         54
        7112        7162         19
        7112        7165         40
        7112        7166         22
        7112        7208         16
        7112        7209         68
        7112        7211         19
        7112        7213         42
        7112        7253         17
        7112        7254         10
        7112        7255         13
        7112        7256         37
        7112        7257         21
        7112        7259         64
        7112        7260         47
        7112        7261         14
        7112        7262         74
        7112        7263         41
        7112        7264         46
        7112        7265         21
        7112        7268         15
        7112        7272         32
        7112        7274         90
        7112        7276         26
        7112        7277         13
        7112        7278         51
        7112        7281         45
        7112        7282        101
        7112        7283         17
        7112        7284         17
        7112        7286         94
        7112        7287         17
        7112        7288         52
        7112        7289         13
        7112        7290         36
        7112        7291         58
        7112        7292         17
        7112        7294         21
        7113        7013          9
        7113        7021         46
        7113        7022          9
        7113        7023         16
        7113        7033         32
        7113        7035         17
        7113        7039         10
        7113        7055          9
        7113        7056         13
        7113        7059         33
        7113        7060         20
        7113        7084         14
        7113        7085         45
        7113        7099         18
        7113        7101         57
        7113        7105         52
        7113        7108         36
        7113        7110         13
        7113        7118         26
        7113        7123         13
        7113        7125         12
        7113        7139         28
        7113        7141         29
        7113        7143         16
        7113        7145         18
        7113        7153         36
        7113        7160         61
        7113        7167         16
        7113        7210         14
        7113        7254         33
        7113        7257         15
        7113        7259         29
        7113        7260         13
        7113        7262         13
        7113        7264         31
        7113        7265         47
        7113        7266         20
        7113        7277         22
        7113        7278         37
        7113        7282         32
        7113        7286         13
        7113        7287         22
        7113        7288         16
        7113        7289         19
        7113        7290         10
        7113        7291         13
        7113        7294         51
        7113        7297         17
        7114        7105         16
        7115        7013         26
        7115        7019         13
        7115        7031         27
        7115        7035         13
        7115        7042         62
        7115        7043         17
        7115        7049         55
        7115        7050         27
        7115        7051         10
        7115        7056         13
        7115        7083         29
        7115        7084         13
        7115        7108         18
        7115        7123         29
        7115        7124         12
        7115        7130         42
        7115        7136         40
        7115        7141         10
        7115        7145         22
        7115        7150         13
        7115        7152         17
        7115        7257         24
        7115        7259         18
        7115        7277         10
        7115        7283         13
        7115        7286         17
        7116        7005         21
        7116        7008         13
        7116        7013         10
        7116        7033         18
        7116        7037         18
        7116        7041         27
        7116        7042         18
        7116        7050         33
        7116        7059         10
        7116        7098         10
        7116        7125         29
        7116        7152         20
        7116        7167         18
        7116        7248         21
        7116        7255         40
        7116        7259         40
        7116        7274         13
        7116        7284         34
        7116        7290         17
        7116        7291         17
        7117        7006         12
        7117        7011         31
        7117        7013         49
        7117        7014         32
        7117        7019         21
        7117        7020         27
        7117        7021         28
        7117        7022         38
        7117        7023         19
        7117        7024         23
        7117        7032         32
        7117        7035         48
        7117        7039         31
        7117        7042        103
        7117        7049         85
        7117        7051         22
        7117        7055         24
        7117        7057         13
        7117        7059         65
        7117        7084         24
        7117        7106         13
        7117        7108         27
        7117        7111         35
        7117        7118         35
        7117        7123         20
        7117        7125         20
        7117        7127         16
        7117        7130         22
        7117        7131         17
        7117        7134         16
        7117        7136         40
        7117        7137         20
        7117        7138         10
        7117        7141         19
        7117        7142         12
        7117        7149         24
        7117        7152         30
        7117        7153         16
        7117        7154         29
        7117        7155         56
        7117        7159         22
        7117        7210         22
        7117        7248         75
        7117        7253         46
        7117        7254         15
        7117        7256         10
        7117        7257         31
        7117        7259         13
        7117        7260         48
        7117        7261         43
        7117        7264         21
        7117        7265         51
        7117        7266         13
        7117        7272         40
        7117        7274         32
        7117        7282         32
        7117        7283         22
        7117        7286         45
        7117        7287         45
        7117        7290         13
        7117        7294         32
        7117        7297         22
        7118        7037         18
        7118        7042        128
        7118        7049         22
        7118        7053         17
        7118        7054         13
        7118        7055         75
        7118        7056         10
        7118        7057         76
        7118        7101         13
        7118        7105         78
        7118        7106         77
        7118        7108         24
        7118        7112         13
        7118        7113         13
        7118        7117         35
        7118        7119         42
        7118        7130         20
        7118        7141         93
        7118        7143         26
        7118        7147         35
        7118        7150         13
        7118        7152         42
        7118        7153         16
        7118        7154         46
        7118        7156         32
        7118        7167         20
        7118        7213         23
        7118        7214         17
        7118        7253         15
        7118        7255         18
        7118        7256         24
        7118        7259         82
        7118        7260         28
        7118        7261         43
        7118        7262         40
        7118        7264         21
        7118        7270         19
        7118        7272         17
        7118        7277         17
        7118        7278         17
        7118        7280         33
        7118        7285         13
        7118        7286         67
        7118        7288         22
        7118        7291         26
        7118        7292         67
        7118        7294         22
        7118        7297         13
        7119        7024         20
        7119        7033         18
        7119        7035         18
        7119        7046         20
        7119        7049         21
        7119        7052         15
        7119        7055         29
        7119        7092         21
        7119        7097         17
        7119        7105         40
        7119        7111         17
        7119        7118         38
        7119        7125         44
        7119        7134         36
        7119        7139         19
        7119        7151         21
        7119        7152         19
        7119        7153         19
        7119        7154         19
        7119        7160         19
        7119        7193         22
        7119        7208         19
        7119        7209         23
        7119        7262         47
        7119        7265         19
        7119        7278         22
        7119        7281         35
        7119        7282         21
        7119        7287         17
        7119        7289         16
        7119        7291         37
        7119        7292         21
        7119        7296         84
        7119        7297         13
        7120        7054         27
        7120        7149         16
        7120        7160         17
        7120        7168         16
        7120        7254         15
        7120        7297         17
        7121        7005          9
        7121        7013         13
        7121        7033         29
        7121        7042         69
        7121        7050         19
        7121        7098         27
        7121        7101         29
        7121        7105         18
        7121        7106         29
        7121        7108         44
        7121        7110         18
        7121        7123         13
        7121        7127         18
        7121        7141         49
        7121        7148         27
        7121        7151         50
        7121        7154         29
        7121        7196         29
        7121        7208         20
        7121        7209         33
        7121        7257         27
        7121        7261         19
        7121        7264         15
        7121        7282         10
        7121        7287         22
        7121        7290         31
        7121        7291         17
        7122        7002         42
        7122        7006         21
        7122        7014         16
        7122        7035         10
        7122        7037         13
        7122        7057         18
        7122        7066         16
        7122        7098         15
        7122        7105         10
        7122        7108         16
        7122        7110         10
        7122        7129         29
        7122        7141         33
        7122        7150         36
        7122        7151         18
        7122        7152         16
        7122        7163         20
        7122        7165         16
        7122        7166         16
        7122        7253         15
        7122        7254         12
        7122        7257         39
        7122        7259         18
        7122        7264         19
        7122        7288         35
        7122        7290         17
        7122        7292         16
        7123        7002         16
        7123        7020          9
        7123        7024         12
        7123        7042         20
        7123        7049         29
        7123        7051          9
        7123        7053         20
        7123        7055         16
        7123        7056          9
        7123        7068          9
        7123        7084         20
        7123        7086         20
        7123        7092         20
        7123        7098         13
        7123        7100         13
        7123        7101         13
        7123        7104         12
        7123        7105         28
        7123        7106         29
        7123        7108         43
        7123        7112         16
        7123        7113         16
        7123        7115         13
        7123        7117         20
        7123        7121         13
        7123        7126         12
        7123        7127         29
        7123        7133         16
        7123        7141         43
        7123        7143         12
        7123        7146         12
        7123        7150         70
        7123        7155          9
        7123        7169         29
        7123        7170         17
        7123        7191         12
        7123        7193         16
        7123        7262         25
        7123        7286         17
        7123        7288         12
        7123        7289          9
        7123        7290          9
        7123        7293         12
        7123        7296         16
        7124        7005         12
        7124        7008         13
        7124        7013          9
        7124        7020         29
        7124        7035         22
        7124        7039         38
        7124        7050         20
        7124        7087         18
        7124        7098         19
        7124        7100         33
        7124        7105         22
        7124        7106         20
        7124        7112         12
        7124        7134         39
        7124        7135         20
        7124        7148         25
        7124        7150         24
        7124        7151         18
        7124        7155         12
        7124        7168         20
        7124        7254         13
        7124        7274         21
        7124        7276         13
        7124        7286         20
        7124        7293         13
        7124        7294         12
        7125        7013         20
        7125        7039         57
        7125        7042         20
        7125        7049         29
        7125        7050         40
        7125        7056         39
        7125        7060         32
        7125        7082         28
