Car pool - car_pool Not In 2-98

Trip 2011
ROW : gta06_orig
COLUMN : gta06_dest
  gta06_orig  gta06_dest      total
        7337        7372         22
        7337        7379         22
        7337        7381         22
        7337        7388         19
        7338        7322         28
        7338        7326         17
        7338        7348         22
        7338        7359         24
        7338        7361         24
        7338        7363         19
        7338        7403         19
        7339        7343         17
        7339        7355         22
        7339        7366         19
        7340        7316         22
        7340        7317         11
        7340        7325         17
        7340        7326         17
        7340        7327         13
        7340        7335         48
        7340        7337         45
        7340        7343         70
        7340        7345         17
        7340        7346         42
        7340        7348         43
        7340        7351         17
        7340        7354         51
        7340        7357         13
        7340        7422         13
        7341        7236         28
        7341        7237         22
        7341        7302         28
        7341        7304         19
        7341        7313         17
        7341        7316         22
        7341        7318         24
        7341        7322         28
        7341        7324         22
        7341        7328         30
        7341        7330         17
        7341        7333         44
        7341        7337         35
        7341        7346         28
        7341        7352         56
        7341        7353         17
        7341        7355         12
        7341        7357         58
        7341        7358         28
        7341        7359         94
        7341        7360         23
        7341        7362         36
        7341        7372         28
        7341        7376         22
        7341        7379         21
        7341        7389         17
        7341        7394         22
        7341        7409         41
        7341        7413         17
        7341        7478         22
        7342        7302         17
        7342        7324         17
        7342        7326         13
        7342        7330         13
        7342        7332         17
        7342        7333         17
        7342        7334         13
        7342        7348         17
        7342        7359         24
        7342        7361         30
        7342        7371         30
        7342        7372         13
        7342        7378         13
        7342        7386         22
        7342        7388         17
        7342        7392         17
        7342        7393         28
        7342        7396         17
        7342        7403         13
        7342        7421         17
        7342        7478         17
        7343        7301         55
        7343        7313        190
        7343        7314         67
        7343        7316        114
        7343        7317         52
        7343        7322         22
        7343        7323         17
        7343        7324         13
        7343        7325         84
        7343        7326         98
        7343        7327         13
        7343        7328         44
        7343        7329         22
        7343        7330         25
        7343        7332         25
        7343        7333         37
        7343        7334         40
        7343        7335         13
        7343        7340         82
        7343        7346         13
        7343        7347        118
        7343        7348        173
        7343        7350         13
        7343        7357         75
        7343        7359        101
        7343        7360        140
        7343        7361        225
        7343        7362        180
        7343        7363         46
        7343        7364         43
        7343        7365         67
        7343        7366        143
        7343        7367        180
        7343        7368         19
        7343        7372         61
        7343        7373         13
        7343        7376         97
        7343        7378         29
        7343        7379         29
        7343        7387         24
        7343        7389        144
        7343        7390         13
        7343        7391         22
        7343        7392         94
        7343        7393         39
        7343        7394         28
        7343        7395        130
        7343        7396         17
        7343        7402         30
        7343        7403         19
        7343        7407         12
        7343        7409         84
        7343        7410         13
        7343        7411         75
        7343        7414         32
        7343        7415         19
        7343        7419         19
        7343        7477         61
        7343        7478        129
        7343        7479         17
        7343        7481         40
        7343        7483         22
        7344        7324         35
        7344        7328         41
        7344        7334         46
        7344        7363         37
        7344        7366         54
        7344        7367         24
        7344        7372         35
        7344        7388         21
        7344        7393         45
        7344        7478         52
        7345        7301         28
        7345        7302         17
        7345        7312         28
        7345        7313         35
        7345        7315         17
        7345        7317         41
        7345        7324         13
        7345        7326         22
        7345        7327         35
        7345        7328         28
        7345        7330         43
        7345        7334         13
        7345        7335         13
        7345        7336         28
        7345        7340         40
        7345        7347         30
        7345        7348         48
        7345        7350         35
        7345        7353         40
        7345        7354         24
        7345        7355         30
        7345        7360         30
        7345        7361        126
        7345        7362        136
        7345        7365         41
        7345        7366         24
        7345        7367         24
        7345        7368         84
        7345        7376         44
        7345        7378         12
        7345        7379         17
        7345        7388         13
        7345        7389         24
        7345        7390         24
        7345        7391         22
        7345        7393         83
        7345        7395         17
        7345        7478         17
        7345        7479         46
        7345        7482         22
        7346        7312         35
        7346        7313         24
        7346        7314         41
        7346        7315         17
        7346        7316         28
        7346        7317         28
        7346        7325         28
        7346        7326         17
        7346        7330         25
        7346        7335         22
        7346        7336         23
        7346        7341         22
        7346        7347         22
        7346        7348         24
        7346        7352         30
        7346        7354         32
        7346        7357         12
        7346        7359        108
        7346        7360         19
        7346        7361         28
        7346        7362         54
        7346        7363         19
        7346        7366         24
        7346        7367         24
        7346        7368         19
        7346        7371         35
        7346        7376         83
        7346        7481         22
        7347        7301         39
        7347        7311         39
        7347        7312         74
        7347        7313         30
        7347        7314         22
        7347        7316         57
        7347        7321         28
        7347        7322         17
        7347        7326         42
        7347        7331         17
        7347        7332         17
        7347        7334         35
        7347        7335         22
        7347        7341         38
        7347        7343         11
        7347        7346         13
        7347        7350         19
        7347        7355         19
        7347        7357         60
        7347        7359        114
        7347        7360         42
        7347        7361        103
        7347        7362         98
        7347        7363         42
        7347        7364         19
        7347        7365         30
        7347        7367        130
        7347        7368         37
        7347        7370         12
        7347        7372         22
        7347        7373         18
        7347        7375         17
        7347        7378         22
        7347        7388         13
        7347        7389         30
        7347        7391         21
        7347        7411         24
        7347        7478         76
        7348        7236         22
        7348        7301         28
        7348        7310         22
        7348        7311         50
        7348        7312        163
        7348        7313        151
        7348        7316        100
        7348        7322         21
        7348        7324         62
        7348        7325         45
        7348        7326         64
        7348        7327         28
        7348        7328         13
        7348        7330         35
        7348        7332         68
        7348        7334        133
        7348        7335        109
        7348        7336         17
        7348        7340         17
        7348        7341         22
        7348        7343         83
        7348        7344         24
        7348        7345         87
        7348        7346         61
        7348        7348         22
        7348        7351         22
        7348        7354         34
        7348        7357         81
        7348        7359        171
        7348        7360         56
        7348        7361        188
        7348        7362        262
        7348        7363        218
        7348        7365         61
        7348        7366         42
        7348        7367        115
        7348        7368         98
        7348        7370         25
        7348        7375         28
        7348        7376         13
        7348        7378         22
        7348        7379         84
        7348        7477         25
        7348        7478         18
        7348        7479         41
        7348        7481         13
        7348        7482         11
        7349        7301         46
        7349        7313         17
        7349        7316         22
        7349        7357         22
        7349        7359         42
        7349        7366         13
        7349        7379         17
        7350        7312         40
        7350        7316         22
        7350        7317         17
        7350        7325         19
        7350        7330         17
        7350        7332         22
        7350        7336         28
        7350        7345         35
        7350        7346         14
        7350        7348         24
        7350        7353         30
        7350        7357         36
        7350        7359         48
        7350        7361         19
        7350        7362         24
        7350        7363         48
        7350        7366         24
        7350        7368         19
        7350        7376         24
        7350        7422         19
        7350        7477         17
        7351        7312         17
        7351        7315         22
        7351        7332         22
        7351        7334         22
        7351        7340         17
        7351        7359         37
        7351        7360         24
        7351        7361         49
        7351        7362         49
        7351        7366         48
        7351        7411         24
        7352        7314         22
        7352        7325         22
        7352        7326         17
        7352        7329         46
        7352        7341         56
        7352        7344         13
        7352        7346         30
        7352        7348         41
        7352        7354         22
        7352        7357         46
        7352        7359         24
        7352        7360         24
        7352        7361         22
        7352        7362         24
        7352        7363         81
        7352        7367         61
        7352        7371         27
        7352        7378         87
        7352        7379         17
        7352        7389         19
        7352        7414         28
        7352        7479         28
        7353        7309         17
        7353        7313        107
        7353        7315         17
        7353        7316         51
        7353        7325         22
        7353        7334         13
        7353        7342         17
        7353        7343         28
        7353        7347         17
        7353        7348         28
        7353        7353         30
        7353        7357         13
        7353        7361         65
        7353        7362         42
        7353        7363         93
        7353        7366         32
        7353        7372         28
        7353        7389         17
        7353        7479         51
        7353        7481         17
        7354        7313         72
        7354        7316         30
        7354        7317         13
        7354        7322         17
        7354        7335         35
        7354        7340         51
        7354        7345         24
        7354        7346         32
        7354        7347         11
        7354        7348         34
        7354        7350         22
        7354        7352         22
        7354        7364         30
        7354        7366         24
        7354        7479         22
        7355        7311         22
        7355        7313         94
        7355        7321         17
        7355        7327         22
        7355        7328         13
        7355        7332         17
        7355        7341         22
        7355        7347         35
        7355        7351         30
        7355        7353         19
        7355        7359         19
        7355        7361         49
        7355        7362        100
        7355        7363         24
        7355        7366         19
        7355        7367         48
        7355        7368         30
        7355        7371         19
        7355        7387         18
        7355        7413         46
        7356        7314         22
        7356        7316         22
        7356        7322         45
        7356        7341         12
        7356        7343         24
        7356        7376         28
        7356        7411         13
        7356        7481         12
        7357        7313         45
        7357        7316         63
        7357        7317         51
        7357        7322         50
        7357        7324         17
        7357        7325         13
        7357        7326         54
        7357        7327         40
        7357        7329         22
        7357        7330         17
        7357        7333         17
        7357        7334         40
        7357        7335        120
        7357        7340         25
        7357        7341         71
        7357        7343         14
        7357        7347         33
        7357        7348        101
        7357        7352         28
        7357        7359        127
        7357        7360         75
        7357        7361         32
        7357        7362         81
        7357        7363        149
        7357        7364         42
        7357        7366        104
        7357        7367        186
        7357        7368         38
        7357        7370         13
        7357        7371         19
        7357        7372         17
        7357        7373         22
        7357        7374         19
        7357        7376         48
        7357        7378         22
        7357        7379         10
        7357        7387         73
        7357        7388         50
        7357        7389         46
        7357        7390         86
        7357        7393         49
        7357        7408         19
        7357        7410         23
        7357        7411         13
        7357        7414         13
        7357        7419         19
        7357        7477         35
        7357        7478         28
        7358        7315         22
        7358        7316         13
        7358        7334         24
        7358        7336         15
        7358        7341         28
        7358        7359         30
        7358        7361         24
        7358        7363         77
        7358        7372         17
        7358        7378         17
        7358        7477         17
        7358        7479         17
        7359        7312         13
        7359        7313         24
        7359        7315         24
        7359        7333         23
        7359        7334         25
        7359        7341         70
        7359        7342         24
        7359        7343        207
        7359        7345         30
        7359        7346         84
        7359        7347         79
        7359        7348        141
        7359        7349         42
        7359        7350         48
        7359        7351         61
        7359        7352         24
        7359        7355         19
        7359        7357         66
        7359        7358         30
        7359        7359         93
        7359        7360         98
        7359        7361         79
        7359        7362        314
        7359        7363         24
        7359        7365         49
        7359        7371         24
        7359        7372         19
        7359        7374         24
        7359        7375         54
        7359        7376        118
        7359        7379         19
        7359        7387         37
        7359        7389         24
        7359        7390         23
        7359        7410         66
        7359        7413         19
        7359        7414         44
        7359        7419         20
        7359        7421         47
        7359        7471         24
        7359        7478         19
        7360        7313         44
        7360        7316         44
        7360        7317         30
        7360        7322         30
        7360        7327         13
        7360        7334         22
        7360        7335         22
        7360        7336         19
        7360        7340         13
        7360        7341         23
        7360        7343         72
        7360        7344         46
        7360        7345         30
        7360        7346         19
        7360        7347         41
        7360        7348         58
        7360        7351         24
        7360        7352         24
        7360        7357         81
        7360        7359         74
        7360        7361         72
        7360        7362         47
        7360        7363         93
        7360        7364         13
        7360        7366         70
        7360        7367         23
        7360        7375         47
        7360        7376         65
        7360        7378         22
        7360        7387         48
        7360        7392         24
        7360        7407         23
        7360        7408         23
        7360        7410         30
        7360        7413         19
        7360        7414         24
        7360        7419         18
        7360        7422         42
        7360        7481         22
        7361        7313        108
        7361        7316         65
        7361        7322         66
        7361        7326         32
        7361        7334         13
        7361        7338         24
        7361        7341         28
        7361        7342         30
        7361        7343        221
        7361        7345        157
        7361        7347        140
        7361        7348        108
        7361        7350         19
        7361        7351         19
        7361        7353         48
        7361        7355         19
        7361        7357         32
        7361        7358         24
        7361        7359        120
        7361        7360         23
        7361        7361         24
        7361        7362         85
        7361        7365         24
        7361        7366        135
        7361        7367         47
        7361        7372         24
        7361        7375         24
        7361        7376        313
        7361        7387         56
        7361        7389         44
        7361        7390         96
        7361        7393         75
        7361        7394         22
        7361        7408         32
        7361        7410         47
        7361        7411         30
        7361        7414         57
        7361        7422         19
        7361        7477         30
        7361        7478         86
        7362        7312         22
        7362        7313         71
        7362        7314         13
        7362        7315         44
        7362        7316         73
        7362        7326         24
        7362        7327         28
        7362        7334         24
        7362        7338         72
        7362        7341         19
        7362        7343        184
        7362        7345         60
        7362        7346         54
        7362        7347        110
        7362        7348        186
        7362        7350         24
        7362        7351         19
        7362        7352         24
        7362        7353         48
        7362        7355        100
        7362        7356         13
        7362        7357        128
        7362        7359        337
        7362        7360         47
        7362        7361         37
        7362        7362        118
        7362        7363        131
        7362        7364         23
        7362        7365        152
        7362        7366         47
        7362        7367         53
        7362        7368         23
        7362        7375         19
        7362        7376        350
        7362        7379         51
        7362        7387         23
        7362        7388         44
        7362        7389         59
        7362        7390         30
        7362        7395         19
        7362        7396         24
        7362        7401         23
        7362        7404         23
        7362        7407         77
        7362        7411         42
        7362        7413         24
        7362        7414         44
        7362        7422         19
        7362        7481         42
        7363        7312         41
        7363        7317         13
        7363        7322         24
        7363        7337         24
        7363        7338         19
        7363        7341         24
        7363        7343         19
        7363        7344         19
        7363        7345         24
        7363        7346         19
        7363        7347         42
        7363        7348        146
        7363        7350         48
        7363        7352         81
        7363        7353        101
        7363        7355         24
        7363        7357        130
        7363        7358        101
        7363        7359         24
        7363        7360         93
        7363        7362        112
        7363        7364         19
        7363        7365         24
        7363        7368         19
        7363        7376         77
        7363        7387         24
        7363        7389         13
        7363        7390         24
        7363        7409         19
        7363        7410         30
        7363        7412         19
        7363        7414         37
        7363        7422         42
        7363        7477         37
        7364        7313         30
        7364        7343         32
        7364        7347         30
        7364        7354         30
        7364        7360         13
        7364        7362         23
        7364        7363         19
        7364        7367         61
        7364        7376         13
        7364        7403         13
        7364        7411         13
        7365        7324         17
        7365        7335         44
        7365        7341         19
        7365        7343         44
        7365        7345         24
        7365        7347         30
        7365        7348         24
        7365        7359         49
        7365        7361         24
        7365        7362        152
        7365        7363         24
        7365        7368         13
        7365        7372         19
        7365        7376        108
        7365        7389         45
        7365        7390         13
        7365        7395         63
        7365        7398         24
        7365        7400         19
        7365        7404         47
        7365        7405         54
        7365        7406         19
        7365        7407         72
        7365        7411         49
        7365        7413         30
        7365        7414         56
        7366        7313         30
        7366        7326         24
        7366        7332         17
        7366        7339         19
        7366        7343        188
        7366        7344         30
        7366        7345         78
        7366        7348         19
        7366        7349         13
        7366        7351         48
        7366        7353         32
        7366        7354         24
        7366        7355         19
        7366        7356         28
        7366        7357         67
        7366        7360        100
        7366        7361        121
        7366        7362         77
        7366        7363         24
        7366        7367         77
        7366        7370         13
        7366        7374         47
        7366        7376         23
        7366        7388         59
        7366        7389         44
        7366        7390         67
        7366        7391         24
        7366        7392         17
        7366        7396         13
        7366        7399         19
        7366        7400         48
        7366        7401         24
        7366        7405         30
        7366        7408         13
        7366        7409         19
        7366        7410         70
        7366        7413         19
        7366        7414         42
        7366        7422         37
        7367        7316         13
        7367        7317         17
        7367        7325         19
        7367        7334         42
        7367        7335         22
        7367        7336         13
        7367        7343        222
        7367        7344         24
        7367        7347         48
        7367        7348        138
        7367        7352         61
        7367        7355         48
        7367        7357        128
        7367        7359         19
        7367        7360         23
        7367        7361         47
        7367        7362         23
        7367        7364         42
        7367        7366        100
        7367        7372         23
        7367        7375         30
        7367        7376        217
        7367        7379         35
        7367        7388         96
        7367        7389         24
        7367        7390         36
        7367        7394         17
        7367        7395         68
        7367        7403         13
        7367        7407         13
        7367        7408         24
        7367        7410         23
        7367        7412         24
        7367        7414         32
        7367        7422         37
        7367        7478         47
        7367        7481         54
        7368        7316         32
        7368        7324         13
        7368        7326         32
        7368        7327         18
        7368        7332         13
        7368        7334         31
        7368        7343         33
        7368        7345         78
        7368        7347         37
        7368        7348         42
        7368        7350         19
        7368        7355         30
        7368        7357         11
        7368        7363         42
        7368        7365         37
        7368        7372         13
        7368        7373         13
        7368        7375         37
        7368        7376        172
        7368        7379         58
        7368        7387         13
        7368        7388         50
        7368        7390         62
        7368        7397         17
        7368        7403         23
        7368        7407         19
        7368        7410         66
        7368        7411         37
        7368        7414         30
        7368        7421         24
        7368        7438         19
        7368        7481         19
        7370        7348         25
        7370        7352         13
        7370        7367         13
        7370        7379         26
        7370        7388         13
        7370        7394         27
        7371        7301         44
        7371        7342         30
        7371        7346         24
        7371        7348         24
        7371        7352         13
        7371        7355         19
        7371        7357         19
        7371        7372         24
        7371        7387         25
        7371        7394         22
        7371        7396         17
        7371        7411         13
        7371        7481         42
        7372        7235         28
        7372        7301         50
        7372        7302         36
        7372        7303         17
        7372        7304         17
        7372        7309         17
        7372        7313         44
        7372        7318         17
        7372        7319         37
        7372        7323         21
        7372        7324         38
        7372        7325        133
        7372        7326         61
        7372        7327         25
        7372        7328         34
        7372        7329         22
        7372        7334         35
        7372        7335         22
        7372        7337         22
        7372        7341         50
        7372        7347         22
        7372        7353         28
        7372        7357         17
        7372        7358         17
        7372        7359         19
        7372        7361         47
        7372        7365         19
        7372        7367         23
        7372        7368         13
        7372        7371         24
        7372        7375         49
        7372        7376         13
        7372        7378         44
        7372        7390         22
        7372        7481         17
        7373        7313         17
        7373        7324         26
        7373        7326         17
        7373        7334         13
        7373        7343         35
        7373        7347         18
        7373        7357         35
        7373        7368         13
        7373        7376         35
        7373        7387         35
        7373        7388         13
        7373        7390         31
        7373        7392         22
        7374        7301         13
        7374        7348         30
        7374        7357         19
        7374        7366         47
        7374        7386         22
        7374        7387         24
        7374        7392         17
        7374        7393         22
        7374        7408         19
        7374        7410         19
        7374        7413         12
        7374        7414         47
        7375        7301         22
        7375        7313         17
        7375        7326         32
        7375        7329         13
        7375        7332         39
        7375        7333         22
        7375        7334         17
        7375        7335         22
        7375        7345         13
        7375        7359         24
        7375        7360         47
        7375        7361         67
        7375        7362         19
        7375        7363         22
        7375        7366         47
        7375        7367         30
        7375        7372         43
        7375        7376         22
        7375        7388         10
        7375        7389         61
        7375        7394         28
        7375        7395         12
        7375        7396         12
        7375        7402        108
        7375        7403         38
        7376        7324         13
        7376        7325         24
        7376        7326         40
        7376        7327         44
        7376        7332         13
        7376        7334         18
        7376        7335         35
        7376        7341         22
        7376        7343         60
        7376        7345         44
        7376        7346         78
        7376        7350         24
        7376        7352         19
        7376        7353         19
        7376        7357         47
        7376        7358         24
        7376        7359        118
        7376        7360         19
        7376        7361        266
        7376        7362        395
        7376        7363        114
        7376        7365         84
        7376        7366         23
        7376        7367        194
        7376        7368        173
        7376        7373         47
        7376        7379         98
        7376        7386         22
        7376        7387         35
        7376        7389         47
        7376        7390         32
        7376        7391         55
        7376        7392         60
        7376        7395         34
        7376        7396         70
        7376        7398         49
        7376        7400         19
        7376        7401         12
        7376        7402         42
        7376        7403         60
        7376        7404         84
        7376        7405         24
        7376        7407         19
        7376        7408         24
        7376        7410         24
        7376        7411         95
        7376        7413         36
        7376        7414         30
        7376        7415         23
        7378        7326         38
        7378        7342         25
        7378        7343         29
        7378        7347         22
        7378        7348         34
        7378        7349         22
        7378        7352         87
        7378        7353         22
        7378        7355         17
        7378        7360         22
        7378        7367         21
        7378        7372         12
        7378        7379         12
        7378        7387         34
        7378        7388         85
        7378        7390         30
        7378        7392         28
        7378        7393         62
        7378        7394         57
        7378        7395         60
        7378        7403         12
        7378        7404         43
        7378        7410         22
        7378        7411         12
        7378        7413         28
        7378        7414         17
        7379        7237         34
        7379        7301         17
        7379        7331         28
        7379        7334         12
        7379        7336         17
        7379        7337         22
        7379        7342         17
        7379        7343         29
        7379        7345         39
        7379        7347         21
        7379        7348         17
        7379        7349         17
        7379        7352         17
        7379        7357         10
        7379        7362         42
        7379        7367         17
        7379        7368         58
        7379        7370         13
        7379        7372         22
        7379        7376         98
        7379        7378         25
        7379        7379         17
        7379        7389         37
        7379        7390         12
        7379        7393         12
        7379        7394         34
        7379        7395         55
        7379        7403         19
        7379        7407         12
        7379        7409         13
        7379        7410         44
        7379        7413         72
        7379        7414         45
        7381        7324         46
        7381        7326         17
        7381        7329         17
        7381        7337         22
        7381        7472         19
        7382        7466         22
        7383        7384         13
        7383        7393         19
        7383        7437         19
        7384        7327         28
        7384        7383         13
        7386        7335         12
        7386        7342         22
        7386        7374         22
        7386        7376         22
        7386        7395         43
        7386        7411         39
        7387        7326         17
        7387        7334         22
        7387        7343         31
        7387        7357         60
        7387        7359         61
        7387        7360         24
        7387        7361         42
        7387        7362         23
        7387        7363         24
        7387        7373         35
        7387        7376         70
        7387        7378         34
        7387        7389         28
        7387        7393         81
        7387        7395         46
        7387        7396         58
        7387        7398         24
        7387        7401         13
        7387        7403         13
        7387        7404         24
        7387        7408         63
        7387        7410         32
        7387        7411         19
        7387        7413         12
        7387        7414         68
        7388        7334         13
        7388        7337         19
        7388        7343         32
        7388        7347         13
        7388        7352         17
        7388        7357         61
        7388        7362         44
        7388        7363         30
        7388        7365         19
        7388        7366         74
        7388        7367         79
        7388        7368         37
        7388        7371         13
        7388        7373         13
        7388        7376         91
        7388        7378         68
        7388        7379         30
        7388        7392         55
        7388        7393         36
        7388        7394         13
        7388        7395         59
        7388        7396         40
        7388        7400         13
        7388        7401         30
        7388        7402         45
        7388        7403         31
        7388        7407         19
        7388        7409         13
        7388        7413         19
        7388        7414         35
        7388        7422         13
        7388        7434         20
        7389        7334         51
        7389        7341         41
        7389        7343        132
        7389        7345         32
        7389        7352         19
        7389        7353         17
        7389        7355         17
        7389        7357         13
        7389        7360         30
        7389        7361         44
        7389        7362        113
        7389        7363         13
        7389        7365         32
        7389        7366         44
        7389        7367         48
        7389        7368         17
        7389        7375         61
        7389        7376         56
        7389        7379         21
        7389        7387         28
        7389        7392         34
        7389        7393         48
        7389        7394         51
        7389        7395         23
        7389        7398         17
        7389        7399         24
        7389        7400         43
        7389        7401         13
        7389        7402         94
        7389        7403         47
        7389        7404         23
        7389        7405         27
        7389        7406         19
        7389        7407         13
        7389        7408         19
        7389        7410         19
        7389        7411         24
        7389        7414        148
        7389        7420         60
        7389        7421         48
        7390        7326         28
        7390        7342         19
        7390        7343         31
        7390        7345         41
        7390        7357         50
        7390        7359         23
        7390        7361         72
        7390        7362         54
        7390        7363         39
        7390        7365         13
        7390        7366         72
        7390        7367         19
        7390        7368         62
        7390        7372         22
        7390        7373         31
        7390        7375         17
        7390        7376         13
        7390        7378         52
        7390        7392         22
        7390        7393         47
        7390        7394        111
        7390        7395         48
        7390        7396         75
        7390        7397         17
        7390        7400         65
        7390        7403        119
        7390        7404         27
        7390        7406         24
        7390        7407         30
        7390        7410         30
        7390        7411         33
        7390        7413         31
        7390        7414         12
        7390        7420         30
        7391        7345         22
        7391        7347         21
        7391        7368         24
        7391        7376         55
        7391        7389         22
        7391        7393         51
        7391        7394         21
        7391        7413         17
        7392        7335         17
        7392        7343         22
        7392        7344         22
        7392        7360         24
        7392        7366         17
        7392        7373         22
        7392        7375         34
        7392        7376         60
        7392        7379         17
        7392        7388         17
        7392        7389         17
        7392        7390         12
        7392        7393         39
        7392        7394        102
        7392        7396         24
        7392        7399         24
        7392        7403         21
        7392        7404         19
        7392        7405         67
        7392        7408         40
        7392        7414         46
        7392        7422         22
        7392        7438         20
        7393        7325         43
        7393        7326         17
        7393        7333         13
        7393        7342         28
        7393        7343         39
        7393        7344         17
        7393        7345         55
        7393        7357         10
        7393        7361         51
        7393        7376         12
        7393        7378         79
        7393        7379         40
        7393        7383         19
        7393        7385         17
        7393        7387         29
        7393        7389         39
        7393        7390         47
        7393        7391         34
        7393        7392         39
        7393        7393         55
        7393        7394         28
        7393        7395         84
